respondent_id,nps,satisfaction,feedback_text,topic_id
R004763,7,8.28,KOL reviews are useful but need to be authentic,5
R004764,8,7.78,I care about ingredients and product safety,2
R004765,5,7.08,sustainability claims need to be more credible,5
R004766,10,9.31,stockouts make me switch to other brands,3
R004767,4,5.08,the product quality is stable and trustworthy,0
R004768,8,7.68,delivery speed affects whether I choose the brand,5
R004769,8,9.06,the package design should show product benefits more clearly,2
R004770,7,8.6,portable packaging is useful for work and travel,5
R004771,7,7.74,the package design should show product benefits more clearly,2
R004772,9,8.6,the packaging is convenient but could look more premium,5
R004773,8,9.42,KOL reviews are useful but need to be authentic,5
R004774,8,8.69,offline availability is not always convenient,5
R004775,8,9.4,portable packaging is useful for work and travel,5
R004776,5,5.53,the packaging is convenient but could look more premium,5
R004777,7,7.36,portable packaging is useful for work and travel,5
R004778,5,6.86,discount bundles make me more willing to buy,3
R004779,5,6.71,quality improvement would make me repurchase more often,0
R004780,5,6.18,delivery speed affects whether I choose the brand,5
R004781,6,5.99,the package design should show product benefits more clearly,2
R004782,7,8.97,quality improvement would make me repurchase more often,0
R004783,5,5.59,offline availability is not always convenient,5
R004784,8,7.52,KOL reviews are useful but need to be authentic,5
R004785,9,8.02,delivery speed affects whether I choose the brand,5
R004786,8,7.94,stockouts make me switch to other brands,3
R004787,10,9.4,the product quality is stable and trustworthy,0
R004788,7,7.0,discount bundles make me more willing to buy,3
R004789,6,8.28,discount bundles make me more willing to buy,3
R004790,9,9.65,livestream promotion helps me discover new products,4
R004791,9,8.53,the price feels high without promotion,4
R004792,5,6.35,the price feels high without promotion,4
R004793,7,6.98,low carbon packaging would improve brand impression,5
R004794,7,6.08,the packaging is convenient but could look more premium,5
R004795,10,9.66,the packaging is convenient but could look more premium,5
R004796,8,8.64,delivery speed affects whether I choose the brand,5
R004797,7,8.0,quality improvement would make me repurchase more often,0
R004798,8,7.66,the product quality is stable and trustworthy,0
R004799,10,8.73,portable packaging is useful for work and travel,5
R004800,9,10.0,delivery speed affects whether I choose the brand,5
R004801,10,9.33,quality improvement would make me repurchase more often,0
R004802,6,6.79,I care about ingredients and product safety,2
R004803,10,8.75,I care about ingredients and product safety,2
R004804,8,8.94,the package design should show product benefits more clearly,2
R004805,10,9.72,the packaging is convenient but could look more premium,5
R004806,10,9.83,the package design should show product benefits more clearly,2
R004807,9,10.0,quality improvement would make me repurchase more often,0
R004808,7,7.73,offline availability is not always convenient,5
R004809,10,8.05,low carbon packaging would improve brand impression,5
R004810,8,8.22,the package design should show product benefits more clearly,2
R004811,8,8.35,I compare price across platforms before purchase,1
R004812,5,7.37,discount bundles make me more willing to buy,3
R004813,8,8.82,I care about ingredients and product safety,2
R004814,6,6.49,delivery speed affects whether I choose the brand,5
R004815,8,8.45,the product quality is stable and trustworthy,0
R004816,9,8.46,I care about ingredients and product safety,2
R004817,10,10.0,offline availability is not always convenient,5
R004818,9,10.0,the product quality is stable and trustworthy,0
R004819,7,7.78,I prefer brands with recyclable packaging,5
R004820,10,8.5,I care about ingredients and product safety,2
R004821,8,8.15,the packaging is convenient but could look more premium,5
R004822,10,9.86,the price feels high without promotion,4
R004823,10,8.62,discount bundles make me more willing to buy,3
R004824,7,7.03,low carbon packaging would improve brand impression,5
R004825,6,5.83,livestream promotion helps me discover new products,4
R004826,9,10.0,discount bundles make me more willing to buy,3
R004827,10,8.62,offline availability is not always convenient,5
R004828,6,7.3,the product quality is stable and trustworthy,0
R004829,7,6.88,I care about ingredients and product safety,2
R004830,8,10.0,membership coupons can increase repeat purchase,1
R004831,8,8.14,membership coupons can increase repeat purchase,1
R004832,10,9.38,discount bundles make me more willing to buy,3
R004833,8,7.07,discount bundles make me more willing to buy,3
R004834,10,10.0,I compare price across platforms before purchase,1
R004835,8,8.54,I care about ingredients and product safety,2
R004836,6,7.73,the price feels high without promotion,4
R004837,9,10.0,discount bundles make me more willing to buy,3
R004838,8,10.0,membership coupons can increase repeat purchase,1
R004839,7,8.1,the price feels high without promotion,4
R004840,10,9.48,I care about ingredients and product safety,2
R004841,9,8.36,discount bundles make me more willing to buy,3
R004842,8,9.03,I prefer brands with recyclable packaging,5
R004843,6,9.5,stockouts make me switch to other brands,3
R004844,9,8.72,I prefer brands with recyclable packaging,5
R004845,7,7.33,I compare price across platforms before purchase,1
R004846,6,8.15,livestream promotion helps me discover new products,4
R004847,7,7.67,the product quality is stable and trustworthy,0
R004848,9,8.85,the product quality is stable and trustworthy,0
R004849,9,10.0,discount bundles make me more willing to buy,3
R004850,9,9.67,the product quality is stable and trustworthy,0
R004851,8,7.87,livestream promotion helps me discover new products,4
R004852,7,6.97,I compare price across platforms before purchase,1
R004853,8,7.77,the packaging is convenient but could look more premium,5
R004854,9,10.0,livestream promotion helps me discover new products,4
R004855,6,6.7,low carbon packaging would improve brand impression,5
R004856,9,8.78,livestream promotion helps me discover new products,4
R004857,10,9.6,the product quality is stable and trustworthy,0
R004858,7,7.4,the product quality is stable and trustworthy,0
R004859,10,9.62,delivery speed affects whether I choose the brand,5
R004860,5,6.12,discount bundles make me more willing to buy,3
R004861,10,10.0,I care about ingredients and product safety,2
R004862,9,8.98,delivery speed affects whether I choose the brand,5
R004863,9,10.0,the product quality is stable and trustworthy,0
R004864,5,6.85,membership coupons can increase repeat purchase,1
R004865,7,6.91,I care about ingredients and product safety,2
R004866,9,6.9,the product quality is stable and trustworthy,0
R004867,10,9.13,sustainability claims need to be more credible,5
R004868,8,8.66,I compare price across platforms before purchase,1
R004869,7,7.56,the product quality is stable and trustworthy,0
R004870,10,9.99,quality improvement would make me repurchase more often,0
R004871,10,9.67,the package design should show product benefits more clearly,2
R004872,6,6.04,the price feels high without promotion,4
R004873,10,9.7,I prefer brands with recyclable packaging,5
R004874,10,9.48,the product quality is stable and trustworthy,0
R004875,6,6.91,the price feels high without promotion,4
R004876,7,7.76,membership coupons can increase repeat purchase,1
R004877,10,9.71,stockouts make me switch to other brands,3
R004878,8,9.58,discount bundles make me more willing to buy,3
R004879,3,5.43,I compare price across platforms before purchase,1
R004880,5,5.33,discount bundles make me more willing to buy,3
R004881,7,8.23,sustainability claims need to be more credible,5
R004882,9,10.0,the package design should show product benefits more clearly,2
R004883,10,9.28,sustainability claims need to be more credible,5
R004884,7,8.25,stockouts make me switch to other brands,3
R004885,10,9.96,discount bundles make me more willing to buy,3
R004886,10,8.76,quality improvement would make me repurchase more often,0
R004887,4,8.42,quality improvement would make me repurchase more often,0
R004888,6,7.01,sustainability claims need to be more credible,5
R004889,8,8.46,delivery speed affects whether I choose the brand,5
R004890,7,8.23,the product quality is stable and trustworthy,0
R004891,9,7.45,livestream promotion helps me discover new products,4
R004892,6,5.68,KOL reviews are useful but need to be authentic,5
R004893,8,9.37,delivery speed affects whether I choose the brand,5
R004894,10,10.0,offline availability is not always convenient,5
R004895,7,7.4,the packaging is convenient but could look more premium,5
R004896,8,7.24,the product quality is stable and trustworthy,0
R004897,7,6.85,livestream promotion helps me discover new products,4
R004898,8,9.49,I care about ingredients and product safety,2
R004899,10,10.0,stockouts make me switch to other brands,3
R004900,9,9.25,I care about ingredients and product safety,2
R004901,10,8.23,I prefer brands with recyclable packaging,5
R004902,5,6.16,the price feels high without promotion,4
R004903,8,7.5,I compare price across platforms before purchase,1
R004904,8,7.31,offline availability is not always convenient,5
R004905,7,8.21,the price feels high without promotion,4
R004906,7,6.91,the price feels high without promotion,4
R004907,7,9.93,quality improvement would make me repurchase more often,0
R004908,10,10.0,stockouts make me switch to other brands,3
R004909,10,9.13,livestream promotion helps me discover new products,4
R004910,10,8.56,I compare price across platforms before purchase,1
